,Chance_of_Admit
0,0.8942250598536611
1,0.7355158924904468
2,0.6234189483758368
3,0.6911636039366476
4,0.8214185491577196
5,0.8319158282660983
6,0.5121965370224834
7,0.6651429877132807
8,0.7664779171580095
9,0.7849143138213794
10,0.6462880803974776
11,0.7181638702022098
12,0.6545969662589533
13,0.9412203272665302
14,0.7934505586750881
15,0.4698715202109756
16,0.8376253809381746
17,0.5745892275531187
18,0.5647905572670403
19,0.5851601123103096
20,0.6255308595431277
21,0.5599883855041597
22,0.7563541823045179
23,0.7627392547847881
24,0.8033793090135418
25,0.5846841313349083
26,0.9334783055913926
27,0.8319785961992224
28,0.5843432753189529
29,0.7995999085297432
30,0.6245131412678905
31,0.6625763662086762
32,0.6158300480477862
33,0.8706100299664209
34,0.6220954797910793
35,0.7509841072247008
36,0.5191359202164788
37,0.9380648437389644
38,0.6550493384290175
39,0.6512760969553221
40,0.9383761357820075
41,0.6084026849502495
42,0.6652946979994562
43,0.8712817669351179
44,0.9352440431391621
45,0.5028037921839164
46,0.9233331672737165
47,0.7999021099809066
48,0.7858520604858176
49,0.9354815855764396
50,0.8956193896812336
51,0.5597601511979363
52,0.7226863826129927
53,0.5611361490267519
54,0.9472948912747909
55,0.6466437799087592
56,0.9388750287352614
57,0.6892901749345687
58,0.7052714870205202
59,0.5006784420617669
60,0.5795075145224936
61,0.6995384322232993
62,0.6110758753447195
63,0.6293141499986044
64,0.5032086773183492
65,0.6433999954447727
66,0.8564538365973244
67,0.9163646682608423
68,0.6993613668843885
69,0.6739867461306148
70,0.6508860133092079
71,0.7752214549051551
72,0.6985851830709747
73,0.6395988944350175
74,0.5717505221866187
75,0.679063563525739
76,0.8151659449990645
77,0.8530361001580978
78,0.49336016268772837
79,0.6909354610101573
80,0.7026773758765613
81,0.8822585029794399
82,0.6099828588347448
83,0.8692440941396968
84,0.7525971770183781
85,0.685371388328404
86,0.6913035830428187
87,0.7716164848057434
88,0.7956755551042529
89,0.6712084242528866
90,0.7774121012433265
91,0.900731379039414
92,0.9219422435933269
93,0.6478411427808773
94,0.7739096877595799
95,0.5198675282281616
96,0.6618292131990529
97,0.7565875366491253
98,0.6777312148414171
99,0.6218371915207314
